# element	name	version
gnome-build-meta.bst-core-deps-libgweather.bst	libgweather	
gnome-build-meta.bst-core-deps-libgxps.bst	libgxps	
gnome-build-meta.bst-core-deps-libhandy.bst	libhandy	
gnome-build-meta.bst-core-deps-libical3.bst	libical3	
gnome-build-meta.bst-core-deps-libimobiledevice-glue.bst	libimobiledevice-glue	
gnome-build-meta.bst-core-deps-libimobiledevice.bst	libimobiledevice	
gnome-build-meta.bst-core-deps-libmediaart.bst	libmediaart	
gnome-build-meta.bst-core-deps-libmediainfo.bst	libmediainfo	
gnome-build-meta.bst-core-deps-libmtp.bst	libmtp	
gnome-build-meta.bst-core-deps-libnfs.bst	libnfs	
gnome-build-meta.bst-core-deps-libnma.bst	libnma	
gnome-build-meta.bst-core-deps-libosinfo.bst	libosinfo	
gnome-build-meta.bst-core-deps-libpcap.bst	libpcap	
gnome-build-meta.bst-core-deps-libpeas.bst	libpeas	
gnome-build-meta.bst-core-deps-libplist.bst	libplist	
gnome-build-meta.bst-core-deps-librest.bst	librest	
gnome-build-meta.bst-core-deps-libspelling.bst	libspelling	
gnome-build-meta.bst-core-deps-libssh2.bst	libssh2	
gnome-build-meta.bst-core-deps-libtatsu.bst	libtatsu	
gnome-build-meta.bst-core-deps-libusbmuxd.bst	libusbmuxd	
gnome-build-meta.bst-core-deps-libvirt-glib.bst	libvirt-glib	
gnome-build-meta.bst-core-deps-libvirt.bst	libvirt	
gnome-build-meta.bst-core-deps-libzen.bst	libzen	
gnome-build-meta.bst-core-deps-libzip.bst	libzip	
gnome-build-meta.bst-core-deps-localsearch.bst	localsearch	
gnome-build-meta.bst-core-deps-malcontent.bst	malcontent	
gnome-build-meta.bst-core-deps-mobile-broadband-provider-info.bst	mobile-broadband-provider-info	
gnome-build-meta.bst-core-deps-msgraph.bst	msgraph	
gnome-build-meta.bst-core-deps-nv-codec-headers.bst	nv-codec-headers	
gnome-build-meta.bst-core-deps-oo7-daemon.bst	oo7-daemon	
gnome-build-meta.bst-core-deps-oo7-pam.bst	oo7-pam	
gnome-build-meta.bst-core-deps-oo7-portal.bst	oo7-portal	
gnome-build-meta.bst-core-deps-openldap.bst	openldap	
gnome-build-meta.bst-core-deps-osinfo-db-tools.bst	osinfo-db-tools	
gnome-build-meta.bst-core-deps-osinfo-db.bst	osinfo-db	
gnome-build-meta.bst-core-deps-passim.bst	passim	
gnome-build-meta.bst-core-deps-perl-parse-yapp.bst	perl-parse-yapp	
gnome-build-meta.bst-core-deps-phodav.bst	phodav	
gnome-build-meta.bst-core-deps-pkcs11-helper.bst	pkcs11-helper	
gnome-build-meta.bst-core-deps-plymouth.bst	plymouth	
gnome-build-meta.bst-core-deps-power-profiles-daemon.bst	power-profiles-daemon	
gnome-build-meta.bst-core-deps-ppp.bst	ppp	
gnome-build-meta.bst-core-deps-protobuf-c.bst	protobuf-c	
gnome-build-meta.bst-core-deps-pyatspi.bst	pyatspi	
gnome-build-meta.bst-core-deps-pycups.bst	pycups	
gnome-build-meta.bst-core-deps-python-argcomplete.bst	python-argcomplete	
gnome-build-meta.bst-core-deps-python-dbusmock.bst	python-dbusmock	
gnome-build-meta.bst-core-deps-python-pyparsing.bst	python-pyparsing	
gnome-build-meta.bst-core-deps-python3-six.bst	python3-six	
gnome-build-meta.bst-core-deps-qemu.bst	qemu	
gnome-build-meta.bst-core-deps-rpcsvc-proto.bst	rpcsvc-proto	
gnome-build-meta.bst-core-deps-samba.bst	samba	
gnome-build-meta.bst-core-deps-setxkbmap.bst	setxkbmap	
gnome-build-meta.bst-core-deps-simdutf.bst	simdutf	
gnome-build-meta.bst-core-deps-slirp-helper.bst	slirp-helper	
gnome-build-meta.bst-core-deps-sofia-sip.bst	sofia-sip	
gnome-build-meta.bst-core-deps-speech-dispatcher.bst	speech-dispatcher	
gnome-build-meta.bst-core-deps-spice-gtk.bst	spice-gtk	
gnome-build-meta.bst-core-deps-spice-protocol.bst	spice-protocol	
gnome-build-meta.bst-core-deps-spice.bst	spice	
gnome-build-meta.bst-core-deps-startup-notification.bst	startup-notification	
gnome-build-meta.bst-core-deps-system-config-printer.bst	system-config-printer	
gnome-build-meta.bst-core-deps-systemd-base.bst	systemd-base	
gnome-build-meta.bst-core-deps-systemd-libs.bst	systemd-libs	
gnome-build-meta.bst-core-deps-systemd.bst	systemd	
gnome-build-meta.bst-core-deps-tcl.bst	tcl	
gnome-build-meta.bst-core-deps-template-glib.bst	template-glib	
gnome-build-meta.bst-core-deps-totem-pl-parser.bst	totem-pl-parser	
gnome-build-meta.bst-core-deps-udisks2.bst	udisks2	
gnome-build-meta.bst-core-deps-umockdev.bst	umockdev	
gnome-build-meta.bst-core-deps-upower.bst	upower	
gnome-build-meta.bst-core-deps-usbredir.bst	usbredir	
gnome-build-meta.bst-core-deps-virglrenderer.bst	virglrenderer	
gnome-build-meta.bst-core-deps-vte.bst	vte	
gnome-build-meta.bst-core-deps-xauth.bst	xauth	
gnome-build-meta.bst-core-deps-xdg-desktop-portal-base.bst	xdg-desktop-portal-base	
gnome-build-meta.bst-core-deps-xdg-desktop-portal-gnome.bst	xdg-desktop-portal-gnome	
gnome-build-meta.bst-core-deps-xdg-desktop-portal-gtk.bst	xdg-desktop-portal-gtk	
gnome-build-meta.bst-core-deps-xdg-desktop-portal.bst	xdg-desktop-portal	
gnome-build-meta.bst-core-deps-xdg-sound-theme.bst	xdg-sound-theme	
gnome-build-meta.bst-core-deps-xdg-user-dirs-gtk.bst	xdg-user-dirs-gtk	
gnome-build-meta.bst-core-deps-xorg-lib-xmu.bst	xorg-lib-xmu	
gnome-build-meta.bst-core-deps-xvfb.bst	xvfb	
gnome-build-meta.bst-core-gdm.bst	gdm	
gnome-build-meta.bst-core-gnome-backgrounds.bst	gnome-backgrounds	
gnome-build-meta.bst-core-gnome-bluetooth.bst	gnome-bluetooth	
gnome-build-meta.bst-core-gnome-boxes.bst	gnome-boxes	
gnome-build-meta.bst-core-gnome-builder.bst	gnome-builder	
gnome-build-meta.bst-core-gnome-color-manager.bst	gnome-color-manager	
gnome-build-meta.bst-core-gnome-control-center.bst	gnome-control-center	
gnome-build-meta.bst-core-gnome-desktop.bst	gnome-desktop	
gnome-build-meta.bst-core-gnome-disk-utility.bst	gnome-disk-utility	
gnome-build-meta.bst-core-gnome-initial-setup.bst	gnome-initial-setup	
gnome-build-meta.bst-core-gnome-menus.bst	gnome-menus	
gnome-build-meta.bst-core-gnome-remote-desktop.bst	gnome-remote-desktop	
gnome-build-meta.bst-core-gnome-session.bst	gnome-session	
gnome-build-meta.bst-core-gnome-settings-daemon.bst	gnome-settings-daemon	
gnome-build-meta.bst-core-gnome-shell.bst	gnome-shell	
gnome-build-meta.bst-core-gnome-tour.bst	gnome-tour	
gnome-build-meta.bst-core-gnome-user-docs.bst	gnome-user-docs	
gnome-build-meta.bst-core-gnome-user-share.bst	gnome-user-share	
gnome-build-meta.bst-core-gst-thumbnailers.bst	gst-thumbnailers	
gnome-build-meta.bst-core-gvfs-daemon.bst	gvfs-daemon	
gnome-build-meta.bst-core-manuals.bst	manuals	
gnome-build-meta.bst-core-meta-gnome-core-developer-tools.bst	meta-gnome-core-developer-tools	
gnome-build-meta.bst-core-meta-gnome-core-mobile.bst	meta-gnome-core-mobile	
gnome-build-meta.bst-core-meta-gnome-core-os-services.bst	meta-gnome-core-os-services	
gnome-build-meta.bst-core-meta-gnome-core-shell.bst	meta-gnome-core-shell	
gnome-build-meta.bst-core-mutter.bst	mutter	
gnome-build-meta.bst-core-nautilus.bst	nautilus	
gnome-build-meta.bst-core-orca.bst	orca	
gnome-build-meta.bst-core-papers.bst	papers	
gnome-build-meta.bst-core-rygel.bst	rygel	
gnome-build-meta.bst-core-sushi.bst	sushi	
gnome-build-meta.bst-core-sysprof-app.bst	sysprof-app	
gnome-build-meta.bst-core-systemd-presets.bst	systemd-presets	
gnome-build-meta.bst-core-tecla.bst	tecla	
gnome-build-meta.bst-core.bst	core	
gnome-build-meta.bst-gnomeos-deps-NetworkManager-openconnect.bst	NetworkManager-openconnect	
gnome-build-meta.bst-gnomeos-deps-NetworkManager-openvpn.bst	NetworkManager-openvpn	
gnome-build-meta.bst-gnomeos-deps-NetworkManager-vpnc.bst	NetworkManager-vpnc	
gnome-build-meta.bst-gnomeos-deps-alsa-ucm-conf.bst	alsa-ucm-conf	
gnome-build-meta.bst-gnomeos-deps-android-udev-rules.bst	android-udev-rules	
gnome-build-meta.bst-gnomeos-deps-anthy.bst	anthy	
gnome-build-meta.bst-gnomeos-deps-bindfs.bst	bindfs	
gnome-build-meta.bst-gnomeos-deps-bpftop.bst	bpftop	
gnome-build-meta.bst-gnomeos-deps-debuginfod-config.bst	debuginfod-config	
gnome-build-meta.bst-gnomeos-deps-deps-x86-64.bst	deps-x86_64	
gnome-build-meta.bst-gnomeos-deps-deps.bst	deps	
gnome-build-meta.bst-gnomeos-deps-disable-iscsi.bst	disable-iscsi	
gnome-build-meta.bst-gnomeos-deps-distrobox.bst	distrobox	
gnome-build-meta.bst-gnomeos-deps-fake-toolbox-env.bst	fake-toolbox-env	
gnome-build-meta.bst-gnomeos-deps-firewalld.bst	firewalld	
gnome-build-meta.bst-gnomeos-deps-fish.bst	fish	
gnome-build-meta.bst-gnomeos-deps-flathub-config.bst	flathub-config	
gnome-build-meta.bst-gnomeos-deps-fprintd.bst	fprintd	
gnome-build-meta.bst-gnomeos-deps-gnome-mimeapps.bst	gnome-mimeapps	
gnome-build-meta.bst-gnomeos-deps-hidraw-udev.bst	hidraw-udev	
gnome-build-meta.bst-gnomeos-deps-ibus-anthy.bst	ibus-anthy	
gnome-build-meta.bst-gnomeos-deps-ibus-hangul.bst	ibus-hangul	
gnome-build-meta.bst-gnomeos-deps-ibus-libpinyin.bst	ibus-libpinyin	
gnome-build-meta.bst-gnomeos-deps-ibus-typing-booster.bst	ibus-typing-booster	
gnome-build-meta.bst-gnomeos-deps-iio-sensor-proxy.bst	iio-sensor-proxy	
gnome-build-meta.bst-gnomeos-deps-intel-ucode.bst	intel-ucode	
gnome-build-meta.bst-gnomeos-deps-iucode-tool.bst	iucode-tool	
gnome-build-meta.bst-gnomeos-deps-journald-config.bst	journald-config	
gnome-build-meta.bst-gnomeos-deps-just.bst	just	
gnome-build-meta.bst-gnomeos-deps-kmscon.bst	kmscon	
gnome-build-meta.bst-gnomeos-deps-kyotocabinet.bst	kyotocabinet	
gnome-build-meta.bst-gnomeos-deps-ld-config.bst	ld-config	
gnome-build-meta.bst-gnomeos-deps-libfprint.bst	libfprint	
gnome-build-meta.bst-gnomeos-deps-libhangul.bst	libhangul	
gnome-build-meta.bst-gnomeos-deps-libpinyin.bst	libpinyin	
gnome-build-meta.bst-gnomeos-deps-libssc.bst	libssc	
gnome-build-meta.bst-gnomeos-deps-libtsm.bst	libtsm	
gnome-build-meta.bst-gnomeos-deps-m17n-db.bst	m17n-db	
gnome-build-meta.bst-gnomeos-deps-m17n-lib.bst	m17n-lib	
gnome-build-meta.bst-gnomeos-deps-microcode.bst	microcode	
gnome-build-meta.bst-gnomeos-deps-modprobe-config.bst	modprobe-config	
gnome-build-meta.bst-gnomeos-deps-mokutil.bst	mokutil	
gnome-build-meta.bst-gnomeos-deps-nano-default-editor.bst	nano-default-editor	
gnome-build-meta.bst-gnomeos-deps-nm-connectivity-config.bst	nm-connectivity-config	
gnome-build-meta.bst-gnomeos-deps-noise-suppression-for-voice.bst	noise-suppression-for-voice	
gnome-build-meta.bst-gnomeos-deps-noto-cjk.bst	noto-cjk	
gnome-build-meta.bst-gnomeos-deps-nss-mdns.bst	nss-mdns	
gnome-build-meta.bst-gnomeos-deps-nvme-cli.bst	nvme-cli	
gnome-build-meta.bst-gnomeos-deps-oo7-cli.bst	oo7-cli	
gnome-build-meta.bst-gnomeos-deps-openconnect.bst	openconnect	
gnome-build-meta.bst-gnomeos-deps-opensc.bst	opensc	
gnome-build-meta.bst-gnomeos-deps-openvpn.bst	openvpn	
gnome-build-meta.bst-gnomeos-deps-pam-pkcs11.bst	pam-pkcs11	
gnome-build-meta.bst-gnomeos-deps-pam-wrapper.bst	pam-wrapper	
gnome-build-meta.bst-gnomeos-deps-pcrlock-config.bst	pcrlock-config	
gnome-build-meta.bst-gnomeos-deps-preset-all.bst	preset-all	
gnome-build-meta.bst-gnomeos-deps-python3-zstd.bst	python3-zstd	
gnome-build-meta.bst-gnomeos-deps-snapd.bst	snapd	
gnome-build-meta.bst-gnomeos-deps-spice-vdagent.bst	spice-vdagent	
gnome-build-meta.bst-gnomeos-deps-switcheroo-control.bst	switcheroo-control	
gnome-build-meta.bst-gnomeos-deps-sysext-utils.bst	sysext-utils	
gnome-build-meta.bst-gnomeos-deps-sysupdate-config.bst	sysupdate-config	
gnome-build-meta.bst-gnomeos-deps-thermald.bst	thermald	
gnome-build-meta.bst-gnomeos-deps-toolbox.bst	toolbox	
gnome-build-meta.bst-gnomeos-deps-udev-hide-usr.bst	udev-hide-usr	
gnome-build-meta.bst-gnomeos-deps-uinput.bst	uinput	
gnome-build-meta.bst-gnomeos-deps-uresourced.bst	uresourced	
gnome-build-meta.bst-gnomeos-deps-vpnc-scripts.bst	vpnc-scripts	
gnome-build-meta.bst-gnomeos-deps-vpnc.bst	vpnc	
gnome-build-meta.bst-gnomeos-deps-vte-config.bst	vte-config	
gnome-build-meta.bst-gnomeos-deps-wl-clipboard.bst	wl-clipboard	
gnome-build-meta.bst-gnomeos-deps-words.bst	words	
gnome-build-meta.bst-gnomeos-deps-wpa-supplicant-config.bst	wpa-supplicant-config	
gnome-build-meta.bst-gnomeos-deps-wsdd.bst	wsdd	
gnome-build-meta.bst-gnomeos-deps-zram-generator.bst	zram-generator	
gnome-build-meta.bst-gnomeos-generate-initramfs.bst	generate-initramfs	
gnome-build-meta.bst-gnomeos-ldconfig-always.bst	ldconfig-always	
gnome-build-meta.bst-gnomeos-linux-module-cert.bst	linux-module-cert	
gnome-build-meta.bst-incubator-meta-gnome-incubator-apps.bst	meta-gnome-incubator-apps	
gnome-build-meta.bst-incubator-resources.bst	resources	
gnome-build-meta.bst-oci-initramfs-deps.bst	deps	
gnome-build-meta.bst-oci-initramfs-filesystem.bst	filesystem	
gnome-build-meta.bst-oci-initramfs-image.bst	image	
gnome-build-meta.bst-oci-initramfs-initial-scripts.bst	initial-scripts	
gnome-build-meta.bst-oci-integration-bootc-config.bst	bootc-config	
gnome-build-meta.bst-oci-integration-lvm2-enable-activation.bst	lvm2-enable-activation	
gnome-build-meta.bst-sdk-adwaita-fonts.bst	adwaita-fonts	
gnome-build-meta.bst-sdk-adwaita-icon-theme.bst	adwaita-icon-theme	
gnome-build-meta.bst-sdk-at-spi2-core.bst	at-spi2-core	
gnome-build-meta.bst-sdk-blueprint-compiler.bst	blueprint-compiler	
gnome-build-meta.bst-sdk-cairo.bst	cairo	
gnome-build-meta.bst-sdk-cantarell-fonts.bst	cantarell-fonts	
gnome-build-meta.bst-sdk-deps-glib-stage1.bst	glib-stage1	
gnome-build-meta.bst-sdk-deps-gobject-introspection-stage1.bst	gobject-introspection-stage1	
gnome-build-meta.bst-sdk-deps-gvfs-manifest.bst	gvfs-manifest	
gnome-build-meta.bst-sdk-deps-gvfs.bst	gvfs	
gnome-build-meta.bst-sdk-deps-ibus-manifest.bst	ibus-manifest	
gnome-build-meta.bst-sdk-deps-ibus.bst	ibus	
gnome-build-meta.bst-sdk-deps-libpanel.bst	libpanel	
gnome-build-meta.bst-sdk-deps-libsass.bst	libsass	
gnome-build-meta.bst-sdk-deps-sassc.bst	sassc	
gnome-build-meta.bst-sdk-deps-sysprof-manifest.bst	sysprof-manifest	
gnome-build-meta.bst-sdk-deps-sysprof.bst	sysprof	
gnome-build-meta.bst-sdk-deps-unifdef.bst	unifdef	
gnome-build-meta.bst-sdk-enchant-2.bst	enchant-2	
gnome-build-meta.bst-sdk-fcitx5-gtk.bst	fcitx5-gtk	
gnome-build-meta.bst-sdk-gcab.bst	gcab	
gnome-build-meta.bst-sdk-gcr.bst	gcr	
gnome-build-meta.bst-sdk-gdk-pixbuf.bst	gdk-pixbuf	
gnome-build-meta.bst-sdk-gi-docgen.bst	gi-docgen	
gnome-build-meta.bst-sdk-gjs.bst	gjs	
gnome-build-meta.bst-sdk-glib-networking.bst	glib-networking	
gnome-build-meta.bst-sdk-glib.bst	glib	
gnome-build-meta.bst-sdk-glycin.bst	glycin	
gnome-build-meta.bst-sdk-gobject-introspection.bst	gobject-introspection	
gnome-build-meta.bst-sdk-graphene.bst	graphene	
gnome-build-meta.bst-sdk-gsettings-desktop-schemas.bst	gsettings-desktop-schemas	
gnome-build-meta.bst-sdk-gssproxy.bst	gssproxy	
gnome-build-meta.bst-sdk-gst-plugin-gtk4.bst	gst-plugin-gtk4	
gnome-build-meta.bst-sdk-gtk--3.bst	gtk+-3	
gnome-build-meta.bst-sdk-gtk-doc.bst	gtk-doc	
gnome-build-meta.bst-sdk-gtk.bst	gtk	
gnome-build-meta.bst-sdk-gtksourceview.bst	gtksourceview	
gnome-build-meta.bst-sdk-gvfs-client.bst	gvfs-client	
gnome-build-meta.bst-sdk-json-glib.bst	json-glib	
gnome-build-meta.bst-sdk-krb5.bst	krb5	
gnome-build-meta.bst-sdk-libadwaita.bst	libadwaita	
gnome-build-meta.bst-sdk-libdex.bst	libdex	
gnome-build-meta.bst-sdk-libgee.bst	libgee	
gnome-build-meta.bst-sdk-libglycin-gtk4.bst	libglycin-gtk4	
gnome-build-meta.bst-sdk-libglycin.bst	libglycin	
gnome-build-meta.bst-sdk-libibus.bst	libibus	
gnome-build-meta.bst-sdk-libmanette-0.2.bst	libmanette-0.2	
gnome-build-meta.bst-sdk-libnotify.bst	libnotify	
gnome-build-meta.bst-sdk-libportal.bst	libportal	
gnome-build-meta.bst-sdk-librsvg.bst	librsvg	
gnome-build-meta.bst-sdk-libsecret.bst	libsecret	
gnome-build-meta.bst-sdk-libsoup.bst	libsoup	
gnome-build-meta.bst-sdk-ministream.bst	ministream	
gnome-build-meta.bst-sdk-mozjs.bst	mozjs	
gnome-build-meta.bst-sdk-nuspell.bst	nuspell	
gnome-build-meta.bst-sdk-pango.bst	pango	
gnome-build-meta.bst-sdk-pinentry.bst	pinentry	
gnome-build-meta.bst-sdk-platform.bst	sdk-platform	
gnome-build-meta.bst-sdk-pygobject.bst	pygobject	
gnome-build-meta.bst-sdk-sysprof-minimal.bst	sysprof-minimal	
gnome-build-meta.bst-sdk-tinysparql.bst	tinysparql	
gnome-build-meta.bst-sdk-vala.bst	vala	
gnome-build-meta.bst-sdk-webkit2gtk-4.1.bst	webkit2gtk-4.1	
gnome-build-meta.bst-sdk-webkitgtk-6.0.bst	webkitgtk-6.0	
gnome-build-meta.bst-sdk-woff2.bst	woff2	
gnome-build-meta.bst-sdk-yelp-tools.bst	yelp-tools	
gnome-build-meta.bst-sdk-yelp-xsl.bst	yelp-xsl	
gnome-build-meta.bst-sdk-yelp.bst	yelp	
gnome-build-meta.bst-void-zenity.bst	zenity	
gnomeos-deps-bootc.bst	bootc	
oci-bluefin.bst	bluefin	
oci-chunkah-bluefin.bst	bluefin	
oci-chunkah-brew-toolchain.bst	brew-toolchain	
oci-chunkah-metadata-tool.bst	chunkah-metadata-tool	
oci-layers-bluefin-init-scripts.bst	bluefin-init-scripts	
oci-layers-bluefin-stack.bst	bluefin-stack	
oci-layers-bluefin.bst	bluefin	
oci-layers-brew-toolchain-closure.bst	brew-toolchain-closure	
oci-layers-brew-toolchain.bst	brew-toolchain	
oci-os-release.bst	os-release	
